"","Provider_Name","Difference","Percent"
"3997","HILLSIDE PLAZA",-0.02415,"-100%"
"3998","HILLSIDE REHAB & CARE CENTER",-0.00679,"-12.21%"
"3999","HILLSIDE SENIOR CARE",-0.00959,"-49.54%"
"4000","HILLSIDE VILLAGE OF DE SOTO",-0.011,"-20.39%"
"4001","HILLSVILLE REHABILITATION & HEALTHCARE CENTER LLC",-0.00321,"-10.17%"
"4002","HILLTOP CARE CENTER",-0.014995,"-100%"
"4003","HILLTOP CENTER",-0.01643,"-49.61%"
"4004","HILLTOP LODGE NURSING HOME",0.01228,"23.98%"
"4005","HILLTOP MANOR HEALTH AND REHABILITATION CENTER",-0.0156,"-54.91%"
"4006","HILLTOP MANOR NURSING CENTER",-0.01908,"-39.68%"
"4007","HILLTOP PARK REHABILITATION AND CARE CENTER",-0.0071,"-100%"
"4008","HILLTOP VILLAGE NURSING AND REHABILITATION CENTER",0.01917,"92.12%"
"4009","HILLVIEW HEALTH CARE CTR",0.01362,"65.26%"
"4010","HILLVIEW HEALTH CENTER",-0.03457,"-100%"
"4011","HILLVIEW HEALTHCARE AND REHABILITATION CENTER",-0.00836,"-31.02%"
"4012","HILLVIEW MANOR",-0.03131,"-100%"
"4013","HILLVIEW POST ACUTE AND REHABILITATION CENTER",-0.00323,"-4.65%"
"4014","HILLVIEW TERRACE",-0.0246,"-30.96%"
"4015","HILO MEDICAL CENTER",-0.000660000000000001,"-2.91%"
"4016","HINDS COUNTY NURSING & REHABILITATION CENTER",-0.00194,"-15.56%"
"4017","HIRAM W DAVIS MEDICAL CTR",-0.00274,"-12.77%"
"4018","HITZ MEMORIAL HOME",-0.02381,"-100%"
"4019","HOBART NURSING & REHAB",-0.000559999999999998,"-3.13%"
"4020","HOBBS OPERATING COMP DBA HOBBS HEALTHCARE CENTER",-0.0152,"-100%"
"4021","HOGAN PARK NURSING & REHABILITATION",0.00215,"10.45%"
"4022","HOLBROOK NURSING HOME",0.0069,"24.91%"
"4023","HOLDEN MANOR CARE CENTER",-0.04164,"-48.64%"
"4024","HOLDEN REHABILITATION & NURSING CENTER",-0.02613,"-49.02%"
"4025","HOLDREGE MEMORIAL HOMES, INC",0.06127,"312.12%"
"4026","HOLIDAY HILL INC",0.00934,"90.07%"
"4027","HOLIDAY NURSING CENTER",0.00643,"45.73%"
"4028","HOLIDAY RESORT",0.01042,"32.71%"
"4029","HOLIDAY RESORT OF SALINA",-0.01895,"-100%"
"4030","HOLIDAY RETIREMENT HOME INC",0.00433,"73.02%"
"4031","HOLLAND HOME - FULTON MANOR",-0.013,"-100%"
"4032","HOLLAND HOME - RAYBROOK MANOR",-0.00674,"-15.83%"
"4033","HOLLENBECK PALMS",0.00705,"16.01%"
"4034","HOLLIDAYSBURG VETERANS HOME",-0.00478,"-21.22%"
"4035","HOLLIS PARK MANOR NURSING HOME",-0.01454,"-100%"
"4036","HOLLISWOOD CENTER FOR REHABILITATION & HEALTHCARE",0.00205,"19.71%"
"4037","HOLLY HALL",-0.01268,"-37.55%"
"4038","HOLLY HILL HOUSE",-0.0127,"-100%"
"4039","HOLLY HILL NURSING AND REHABILITATION CENTER",-0.00694,"-35.68%"
"4040","HOLLY MANOR CENTER",0.00755,"13.55%"
"4041","HOLLY MANOR NURSING HOME",0.01317,"41.35%"
"4042","HOLLY SPRINGS REHABILITATION AND HEALTHCARE CENTER",0.00795,"104.47%"
"4043","HOLLYWOOD PREMIER HEALTHCARE CENTER",-0.00678,"-17.42%"
"4044","HOLLYWOOD PRESBYTERIAN MEDICAL CENTER D/P SNF",0.0047,"4.93%"
"4045","HOLMES LAKE REHABILITATION & CARE CENTER",-0.00899,"-9.5%"
"4046","HOLMGREEN CENTER",-0.02963,"-100%"
"4047","HOLSTON HEALTH & REHABILITATION CENTER",0.00726,"30.75%"
"4048","HOLSTON MANOR",-0.02246,"-77.58%"
"4049","HOLT SENIOR CARE AND REHAB CENTER, L L C",0.01195,"17.45%"
"4050","HOLY CROSS VILLAGE AT NOTRE DAME INC",0.02879,"70.88%"
"4051","HOLY FAMILY RESIDENCE",0.02303,"57.03%"
"4052","HOLY SPIRIT RETIREMENT HOME",-0.00916,"-26.98%"
"4053","HOLY TRINITY EASTERN ORTHODOX N & R CENTER",0.00105,"13.73%"
"4054","HOLZER SENIOR CARE CENTER",-0.01517,"-100%"
"4055","HOME ASSOCIATION, THE",0.000869999999999999,"4.66%"
"4056","HOME AT HEARTHSTONE, THE",-0.0023,"-20.89%"
"4057","HOME AT TAYLOR'S POINTE",-0.00887,"-45.96%"
"4058","HOMELAND CENTER",-0.00251,"-12.61%"
"4059","HOMESTEAD CENTER",0.00842,"38.78%"
"4060","HOMESTEAD HEALTH AND REHABILITATION CENTER",-0.02658,"-41.96%"
"4061","HOMESTEAD HEALTH CENTER",-0.000420000000000002,"-2.63%"
"4062","HOMESTEAD MANOR A PALACE COMMUNITY",-0.01379,"-65.79%"
"4063","HOMESTEAD NURSING & REHABILITATION CENTER",-0.00662,"-29.05%"
"4064","HOMESTEAD NURSING AND REHABILITATION OF BAIRD",-0.02108,"-100%"
"4065","HOMESTEAD NURSING AND REHABILITATION OF COLLINSVIL",0.00971,"21.85%"
"4066","HOMESTEAD NURSING AND REHABILITATION OF HILLSBORO",0.00945,"29.37%"
"4067","HOMESTEAD REHABILITATION & HEALTH CARE CENTER",-0.00077,"-6.29%"
"4068","HOMESTEAD VILLAGE, INC",-0.00349,"-9.06%"
"4069","HOMETOWN NURSING AND REHAB CEN",-0.02992,"-60.09%"
"4070","HOMEVIEW CENTER OF FRANKLIN",0.00607,"28.27%"
"4071","HOMEWOOD AT CRUMLAND FARMS",-0.0063,"-46.19%"
"4072","HOMEWOOD AT MARTINSBURG PA INC",0.00546,"33.33%"
"4073","HOMEWOOD AT PLUM CREEK",-0.01825,"-100%"
"4074","HOMEWOOD CENTER",-0.00751,"-20.41%"
"4075","HOMEWOOD HEALTH CAMPUS",-0.03223,"-63.35%"
"4076","HOMME HOME FOR THE AGING",-0.02534,"-33.86%"
"4077","HONEY GROVE NURSING CENTER",-0.01825,"-100%"
"4078","HONORAGE NURSING CENTER",0.01088,"62.31%"
"4079","HOOD RIVER CARE CENTER",0.00881,"8.59%"
"4080","HOOPER CARE CENTER",-0.00458,"-15.27%"
"4081","HOOSIER CHRISTIAN VILLAGE",0.02516,"71.99%"
"4082","HOOVERWOOD",-0.00566,"-55.49%"
"4083","HOPE CREEK CARE CENTER",-0.00831,"-24.53%"
"4084","HOPE HEALTH AND REHAB",0.00428000000000001,"5.84%"
"4085","HOPE HEALTHCARE CENTER",-0.00846,"-46.15%"
"4086","HOPEMONT HOSPITAL",-0.0043,"-14.56%"
"4087","HOPKINS CENTER",-0.005125,"-14.05%"
"4088","HOPKINS CENTER FOR REHABILITATION AND HEALTHCARE",3e-04,"2.01%"
"4089","HOPKINS MANOR LTD",0.00754,"47.3%"
"4090","HORIZON CARE CENTER",-0.00243,"-26.82%"
"4091","HORIZON HEALTH AND REHABILITATION CENTER",0.03812,"205.28%"
"4092","HORIZON HEALTH AND SUBACUTE CENTER",-0.01229,"-27.79%"
"4093","HORNELL GARDENS",0.00164,"15.41%"
"4094","HOSPITALITY CARE CENTER OF HER",0.00697,"27.57%"
"4095","HOSPITALITY CENTER FOR REHABILITATION AND HEALING",-0.00693,"-15.08%"
"4096","HOT SPRINGS HEALTH & REHABILITATION CENTER",-0.03703,"-100%"
"4097","HOUGHTON CO MED CARE FACILITY",0.01912,"81.64%"
"4098","HOUSTON HOUSE",-0.00877,"-38.82%"
"4099","HUBBARD CARE CENTER",-0.00063,"-3.93%"
"4100","HUDSON MEMORIAL NURSING HOME",-0.00303,"-24.28%"
"4101","HUDSON PARK REHABILITATION AND NURSING CENTER",0.00901,"48.34%"
"4102","HUDSON POINTE AT RIVERDALE CTR FOR NRSG AND REHAB",-0.00078,"-15.03%"
"4103","HUDSONVIEW HEALTH CARE CENTER",0.00582,"201.38%"
"4104","HUEBNER CREEK HEALTH & REHABILITATION CENTER",-0.00949,"-33.53%"
"4105","HUGHES HEALTH AND REHABILITATION",-0.00537,"-100%"
"4106","HUGULEY NURSING & REHAB CENTER",0.00624,"81.57%"
"4107","HUMBOLDT COUNTY MEMORIAL HOSPI",0.000599999999999996,"1.79%"
"4108","HUMBOLDT HEALTHCARE AND REHAB CENTER, INC",-0.02011,"-56.17%"
"4109","HUMBOLDT HOUSE REHABILITATION AND NURSING CENTER",-0.0055,"-100%"
"4110","HUMBOLDT NURSING AND REHABILITATION CENTER",0.02267,"198.16%"
"4111","HUMILITY HOUSE",-0.01709,"-100%"
"4112","HUNT NURSING & REHAB CENTER",-0.00127,"-7.45%"
"4113","HUNTER ACRES CARING CENTER",-0.00018,"-1.88%"
"4114","HUNTER CREEK HEALTH AND REHABILITATION, LLC",0.02422,"43.96%"
"4115","HUNTER HILLS NURSING AND REHABILITATION CENTER",0.0047,"13.74%"
"4116","HUNTERDON CARE CENTER",0.00075,"14.68%"
"4117","HUNTERS CREEK NURSING AND REHAB CENTER",0.00783,"23.3%"
"4118","HUNTERSVILLE HEALTH & REHAB CENTER",0.02407,"163.41%"
"4119","HUNTERSVILLE OAKS",-0.02261,"-43.28%"
"4120","HUNTINGDON PARK REHAB CENTER",-0.00284,"-13.65%"
"4121","HUNTINGTON DRIVE HEALTH AND REHABILITATION CENTER",0.0082,"34.24%"
"4122","HUNTINGTON HEALTH AND REHABILITATION CENTER",-0.01962,"-76.4%"
"4123","HUNTINGTON HEALTH CARE & REHABILITATION CENTER",0.03453,"87.77%"
"4124","HUNTINGTON HEALTHCARE CENTER",0.00077,"6.23%"
"4125","HUNTINGTON HILLS CENTER FOR HEALTH AND REHAB",0.00319,"50.72%"
"4126","HUNTINGTON PARK NURSING CENTER",0.01265,"91.34%"
"4127","HUNTINGTON VALLEY HEALTHCARE CENTER",0.00909,"28.59%"
"4128","HUNTSVILLE HEALTH & REHABILITATION, LLC",0.0052,"21.88%"
"4129","HUNTSVILLE HEALTH CARE CENTER",-0.02274,"-55.8%"
"4130","HUNTSVILLE MANOR",-0.02259,"-56.99%"
"4131","HURON CO MED CARE FACILITY",-0.00281,"-11.61%"
"4132","HURON WOODS NURSING CENTER",-0.0192,"-100%"
"4133","HURRICANE HEALTH AND REHABILITATION",0.0039,"10.39%"
"4134","HY-LOND HEALTH CARE CENTER - MODESTO",-0.00588,"-40.47%"
"4135","HY-LOND HEALTH CARE CENTER-MERCED",-0.00632,"-24.4%"
"4136","HYDE PARK CONVALESCENT HOSPITAL",-0.0156,"-100%"
"4137","HYDE PARK HEALTH CENTER",-0.00923,"-61.86%"
"4138","HYDEN HEALTH AND REHABILITATION CENTER",-0.09216,"-57.21%"
"4139","I O O F HOME AND COMMUNITY THERAPY CENTER",-0.01081,"-100%"
"4140","IDA CULVER HOUSE BROADVIEW NCC",-0.02962,"-100%"
"4141","IDAHO STATE VETERANS HOME - BOISE",0.00101,"2.95%"
"4142","IDAHO STATE VETERANS HOME - LEWISTON",0.01429,"53.18%"
"4143","IDAHO STATE VETERANS HOME - POCATELLO",8.99999999999998e-05,"0.34%"
"4144","IDEAL SENIOR LIVING CENTER",-0.01682,"-58.63%"
"4145","IDYLWOOD CARE CENTER",-0.00487,"-12.67%"
"4146","IHM SENIOR LIVING COMMUNITY",-5.00000000000014e-05,"-0.24%"
"4147","ILIFF NURSING AND REHAB CENTER",-0.00782,"-100%"
"4148","ILLINI HERITAGE REHAB & HC",0.00475,"33.4%"
"4149","ILLINI RESTORATIVE CARE",-0.03177,"-49.83%"
"4150","IMBODEN CREEK LIVING CENTER",0.000359999999999999,"2.97%"
"4151","IMMACULATEMARYCENTER FOR REHABILITATION&HEALTHCARE",-0.006,"-38.44%"
"4152","IMMANUEL FONTENELLE",0.00808,"35.27%"
"4153","IMMANUEL SKILLED CARE CENTER",0.00298,"16.61%"
"4154","IMPERIAL CREST HEALTH CARE CENTER",0.02575,"67.46%"
"4155","IMPERIAL HEALTHCARE CENTER",-0.01422,"-51%"
"4156","IMPERIAL HEALTHCARE CENTRE",-0.00457,"-41.97%"
"4157","IMPERIAL MANOR NURSING HOME",0.0073,"24.41%"
"4158","INDEPENDENCE CARE CENTER OF PERRY COUNTY",-0.000909999999999999,"-9.98%"
"4159","INDEPENDENCE MANOR CARE CENTER",0.00201,"9.03%"
"4160","INDIAN CREEK HEALTHCARE CENTER",0.003445,"20.2%"
"4161","INDIAN HILLS-A STONEBRIDGE COMMUNITY",-0.01864,"-100%"
"4162","INDIAN OAKS LIVING CENTER",0.00094,"10.42%"
"4163","INDIAN RIVER CENTER",5.00000000000006e-05,"0.96%"
"4164","INDIAN ROCK VILLAGE HEALTH CENTER",-0.01949,"-100%"
"4165","INDIANA VETERANS HOME",0.00602,"38.34%"
"4166","INDIANOLA REHABILITATION AND HEALTHCARE CENTER LLC",0.0161,"148.94%"
"4167","INDIANSPRING OF OAKLEY",-0.00093,"-11.22%"
"4168","INDIGO MANOR",-0.01715,"-42.9%"
"4169","INFINITY CARE OF EAST LOS ANGELES",0.00677,"30.32%"
"4170","INGHAM COUNTY MEDICAL CARE FAC",-0.00034,"-7.64%"
"4171","INGLEMOOR REHABILITATION AND CARE CENTER OF LIVING",-0.00336,"-13.49%"
"4172","INGLEWOOD HEALTH CARE CENTER",-0.00764,"-45.64%"
"4173","INGLIS HOUSE",0.01017,"9.97%"
"4174","INGRAHAM MANOR",-0.01595,"-46.31%"
"4175","INLAND CHRISTIAN HOME",-0.000320000000000001,"-2.27%"
"4176","INLAND VALLEY CARE AND REHABILITATION CENTER",-0.00507,"-9.56%"
"4177","INNISFREE HEALTH AND REHAB, LLC",0.03202,"129.64%"
"4178","INOLA HEALTH & REHABILITATION",0.04596,"44.79%"
"4179","INTEGRITY HC OF ALTON",-0.0104,"-52.42%"
"4180","INTEGRITY HC OF ANNA",-0.03409,"-65.62%"
"4181","INTEGRITY HC OF CARBONDALE",-0.03361,"-30.02%"
"4182","INTEGRITY HC OF COBDEN",-0.000979999999999998,"-5.47%"
"4183","INTEGRITY HC OF COLUMBIA",-0.0036,"-15.06%"
"4184","INTEGRITY HC OF GODFREY",-0.03272,"-100%"
"4185","INTEGRITY HC OF HERRIN",-0.00226,"-6.51%"
"4186","INTEGRITY HC OF MARION",-0.051,"-69.81%"
"4187","INTEGRITY HC OF WOOD RIVER",-0.01801,"-64.41%"
"4188","INTERCOMMUNITY HEALTHCARE & REHABILITATION CENTER",0.0025,"16.66%"
"4189","INVERNESS VILLAGE",-0.02382,"-100%"
"4190","IOLA LIVING ASSISTANCE, INC",0.01166,"48.12%"
"4191","IOSCO CO MEDICAL CARE FACILITY",-0.00993,"-20.48%"
"4192","IOWA CITY REHAB & HEALTH CARE",-0.05832,"-53.85%"
"4193","IOWA JEWISH SENIOR LIFE CENTER",0.00376000000000001,"8.64%"
"4194","IOWA MASONIC HEALTH FACILITIES",-0.000310000000000001,"-1.14%"
"4195","IOWA VETERANS HOME",-0.00197,"-8%"
"4196","IRA DAVENPORT MEMORIAL HOSPITAL S N F",-0.02647,"-51.04%"
"4197","IRON CO MEDICAL CARE FACILITY",0.00275,"9.63%"
"4198","IRON RIVER CARE CENTER",-0.01119,"-18.09%"
"4199","IROQUOIS RESIDENT HOME, THE",-0.00211,"-2.01%"
"4200","IRVINE NURSING AND REHABILITATION CENTER",-0.00925,"-100%"
"4201","IRVING NURSING AND REHABILITATION LP",0.00106,"6.01%"
"4202","ISABELLA CO MEDICAL CARE FACIL",-0.01355,"-45.96%"
"4203","ISABELLA GERIATRIC CENTER INC",-0.00015,"-2.75%"
"4204","ISLAND HOME PARK HEALTH AND REHAB",-0.01335,"-50.9%"
"4205","ISLAND LAKE CENTER",0.00102,"3.09%"
"4206","ISLAND NURSING AND REHABILITATION CENTER INC",0.02599,"140.18%"
"4207","IVY COURT",-0.00573,"-13.33%"
"4208","IVY CREEK HEALTHCARE & WELLNESS CENTRE",-0.0015,"-8.63%"
"4209","IVY HILL REHAB CENTER",-0.02431,"-42.77%"
"4210","IVY WOODS CARE CENTER",-0.00182,"-15.07%"
"4211","J F HAWKINS NURSING HOME",-0.00124,"-17.79%"
"4212","J. MICHAEL MORROW MEMORIAL NURSING  HOME",-0.00333,"-18.76%"
"4213","JACARANDA MANOR",0.00516,"192.54%"
"4214","JACINTO NURSING & REHABILITATION CENTER, LLC",-0.000379999999999999,"-4.84%"
"4215","JACKIE WITHROW HOSPITAL",-0.00989,"-37.97%"
"4216","JACKSON COUNTY MEDICAL CARE FACILITY",0.0184,"338.24%"
"4217","JACKSON HEALTH CARE FACILITY",0.00361,"16.82%"
"4218","JACKSON MANOR NURSING HOME",-0.02866,"-100%"
"4219","JACKSON MEMORIAL LONG TERM CARE CENTER",0.00406,"16.78%"
"4220","JACKSON MEMORIAL PERDUE MEDICAL CENTER",0.00262,"12.82%"
"4221","JACKSON PLAZA NURSING AND REHABILITATION CENTER",-0.00596,"-27.64%"
"4222","JACKSON RIDGE REHABILITATION AND CARE CENTER",0.01503,"88.2%"
"4223","JACKSONVILLE HEALTH AND REHABILITATION, LLC",-0.00684,"-17.42%"
"4224","JACKSONVILLE HEALTHCARE CENTER",-0.00142,"-6.67%"
"4225","JACKSONVILLE NURSING AND REHAB CENTER",0.00538,"56.16%"
"4226","JACOB HEALTH CARE CENTER, LLC",-0.00486,"-25.99%"
"4227","JACOB'S CREEK NURSING AND REHABILITATION CENTER",0.00481,"17.31%"
"4228","JAMAICA HOSPITAL NURSING HOME",0.003,"36.45%"
"4229","JAMES G JOHNSTON MEMORIAL NURSING HOME",-9e-04,"-10.04%"
"4230","JAMES RIVER NURSING AND REHABILITATION",-0.01109,"-55.12%"
"4231","JAMES T CHAMPION",-0.01228,"-56.46%"
"4232","JAMESON CARE CENTER",-0.01583,"-15.96%"
"4233","JAMESTOWN NURSING AND REHAB, LLC",-0.00397,"-14.25%"
"4234","JAN FRANCES CARE CENTER",0.00309,"8.11%"
"4235","JASPER CO NH",0.01862,"35.7%"
"4236","JEANNE JUGAN RESIDENCE",0.005122,"97.56%"
"4237","JEFF DAVIS LIVING CENTER, LLC",-0.02359,"-100%"
"4238","JEFFERSON CITY HEALTH AND REHAB CENTER",0.01452,"114.6%"
"4239","JEFFERSON CITY MANOR CARE CENTER",-0.01434,"-100%"
"4240","JEFFERSON CITY NURSING AND REHABILITATION CTR, LLC",-0.000370000000000001,"-3.29%"
"4241","JEFFERSON COUNTY NURSING HOME",0.002625,"11.43%"
"4242","JEFFERSON DAVIS COMMUNITY HOSPITAL ECF",0.01098,"39.09%"
"4243","JEFFERSON HEALTHCARE CENTER",-0.008965,"-42.56%"
"4244","JEFFERSON HILLS HEALTHCARE AND REHABILITATION CENT",-0.02855,"-42.32%"
"4245","JEFFERSON HOUSE",0.00073,"5.97%"
"4246","JEFFERSON MANOR HEALTH CENTER",0.01533,"49.87%"
"4247","JEFFERSON MANOR NURSING AND RE",-0.00833,"-52.79%"
"4248","JEFFERSON NURSING AND REHABILITATION CENTER",0.00619,"50.9%"
"4249","JEFFERSON PLACE",0.01059,"11.27%"
"4250","JEFFERSONS FERRY LIFE CARE CO",-0.00328,"-18.51%"
"4251","JENA NURSING AND REHABILITATION CENTER, LLC",-0.04961,"-82%"
"4252","JENKINS MEMORIAL HEALTH FACILITY",-0.000829999999999997,"-2.12%"
"4253","JENNIE B RICHMOND CHAFFEE NURSING HOME CO., INC.",-0.01006,"-26.11%"
"4254","JENNINGS HALL",0.00175,"4.36%"
"4255","JEROME HOME",-0.01085,"-50.87%"
"4256","JERSEY SHORE CENTER",-0.00781,"-100%"
"4257","JERSEYVILLE MANOR",-0.02449,"-76.51%"
"4258","JERSEYVILLE NSG & REHAB CENTER",-0.00287,"-4.69%"
"4259","JESMOND NURSING HOME",-0.01242,"-24.01%"
"4260","JESSE HELMS NURSING CENTER",-0.02999,"-60.77%"
"4261","JESUP HEALTH AND REHAB",-0.02998,"-57.89%"
"4262","JEWISH HEALTHCARE CENTER",-0.01006,"-100%"
"4263","JEWISH HOME AND CARE CENTER",0.00142,"4.97%"
"4264","JEWISH HOME AT ROCKLEIGH",0.01477,"264.22%"
"4265","JEWISH HOME D/P SNF",0.00347,"13.94%"
"4266","JEWISH HOME OF CENTRAL NEW YORK",0.01145,"93.32%"
"4267","JEWISH HOME OF EASTERN PENNSYL",-0.000110000000000001,"-1.97%"
"4268","JEWISH HOME OF GREATER HARRISB",-0.01296,"-51.96%"
"4269","JEWISH SENIOR SERVICES",0.00499,"26.26%"
"4270","JFK HARTWYCK AT CEDAR BROOK",-0.00843,"-51.15%"
"4271","JFK HARTWYCK AT EDISON ESTATES",-0.00808,"-67.11%"
"4272","JML CARE CENTER  INC",0.01057,"38.04%"
"4273","JNH-ADAMS INN",0.00235,"22.51%"
"4274","JNH-JAQUITH INN",-0.00425,"-13.16%"
"4275","JNH-JEFFERSON INN",0.00925,"54.77%"
"4276","JO ELLEN SMITH CONVALESCENT CENTER",-0.00667,"-42.57%"
"4277","JOB HAINES HOME FOR AGED PEOPL",0.00275,"9.05%"
"4278","JOE-ANNE BURGIN NURSING HOME",-0.01984,"-100%"
"4279","JOHN ADAMS HEALTHCARE CENTER",0.04379,"141.35%"
"4280","JOHN CLARKE RETIREMENT CENTER THE",-0.01631,"-100%"
"4281","JOHN J HAINKEL JR HOME AND REHABILITATION CENTER",0.00196,"7.97%"
"4282","JOHN J KANE REGIONAL CENTER-GL",-0.00407,"-15.22%"
"4283","JOHN J KANE REGIONAL CENTER-MC",-0.00165,"-6.16%"
"4284","JOHN J KANE REGIONAL CENTER-RO",0.00486,"28.74%"
"4285","JOHN J KANE REGIONAL CENTER-SC",-0.01426,"-100%"
"4286","JOHN KNOX VILLAGE CARE CENTER",-0.00519,"-49.01%"
"4287","JOHN KNOX VILLAGE MED CENTER",0.01458,"60.52%"
"4288","JOHN SCOTT HOUSE NURSING & REHABILITATION CENTER",-0.03005,"-58.9%"
"4289","JOHNSON COUNTY HEALTH AND REHAB, LLC",-0.00715,"-21.55%"
"4290","JOHNSON MATHERS NURSING HOME",-0.00967999999999999,"-22.56%"
"4291","JONES CO REST HOME",-0.0194,"-29.01%"
"4292","JONES HARRISON RESIDENCE",0.00061,"9.16%"
"4293","JONESBORO HEALTH AND REHAB",0.000150000000000001,"0.54%"
"4294","JONESBORO REHAB & HCC",0.03643,"140.22%"
"4295","JOPLIN GARDENS",-0.04269,"-49.91%"
"4296","JOPLIN HEALTH AND REHABILITATION CENTER",0.0033,"7.24%"
"4297","JORDAN CREEK NURSING & REHAB",-0.00345,"-18.22%"
"4298","JOSEPH EDDIE BALLARD WESTERN KENTUCKY VETERANS CEN",-0.00514,"-9.19%"
"4299","JOSEPH L MORSE HEALTH CENTER INC THE",-0.00851,"-56.06%"
"4300","JOYCE EISENBERG KEEFER MEDICAL CENTER D/P SNF",0.00542,"23.93%"
"4301","JUDSON CARE CENTER, INC",-0.00198,"-18.66%"
"4302","JUDSON PARK HEALTH CENTER",-0.03955,"-100%"
"4303","JULIA POUND CARE CENTER",-0.000810000000000002,"-3.42%"
"4304","JUNIPER VILLAGE AT BROOKLINE-REHABILITATION AND SK",0.00968,"104.2%"
"4305","KA PUNAWAI OLA",-0.00094,"-3.37%"
"4306","KABUL NURSING HOMES INC",-0.02544,"-100%"
"4307","KACHINA POINT REHABILITATION HOSPITAL, LLC",0.00366,"12.78%"
"4308","KAHL HOME FOR THE AGED & INFIRMED",-0.00677,"-26.63%"
"4309","KAISER PERMANENTE POST-ACUTE CARE CENTER",-0.0732,"-55.89%"
"4310","KALKASKA MEMORIAL HEALTH CENTER",-0.01663,"-40.95%"
"4311","KANSAS CHRISTIAN HOME",0.005,"8.67%"
"4312","KANSAS MASONIC HOME",-0.01885,"-34.64%"
"4313","KANSAS SOLDIERS HOME",-0.04785,"-100%"
"4314","KANSAS VETERANS HOME",0.00784,"25.41%"
"4315","KARCHER POST-ACUTE & REHABILITATION CENTER",0.01064,"21.38%"
"4316","KARLSTAD HEALTHCARE CENTER INC",-0.05664,"-100%"
"4317","KARMENTA CENTER",-0.02058,"-100%"
"4318","KATHERINE LUTHER RESIDENTIAL HLTH CARE & REHAB",0.000269999999999999,"2.07%"
"4319","KATHERINE'S PLACE AT WEDINGTON",0.00868,"77.09%"
"4320","KATHLEEN DANIEL NURSING AND REHABILITATION",0.01008,"55.05%"
"4321","KAW RIVER CARE & REHABILITATION CENTER, LLC",0.01703,"49.23%"
"4322","KAWEAH MANOR CONVALESCENT HOSPITAL",-0.00818,"-11.58%"
"4323","KEARNY MESA CONVALESCENT AND NURSING HOME",-0.02027,"-31.16%"
"4324","KEARSLEY REHABILITATION AND NURSING CENTER",-4.99999999999997e-05,"-0.42%"
"4325","KEENE  CENTER, GENESIS HEALTHCARE",-0.01799,"-100%"
"4326","KEENELAND NURSING AND REHABILITATION LP",-0.03145,"-100%"
"4327","KEI-AI SOUTH BAY HEALTHCARE CENTER",-0.00514,"-27.83%"
"4328","KEIRO NORTHWEST",0.000139999999999999,"1.89%"
"4329","KELLER OAKS HEALTHCARE CENTER",0.000300000000000002,"1.81%"
"4330","KEMP CARE CENTER",-0.01017,"-51.86%"
"4331","KEMPSVILLE HEALTH & REHAB CENTER",-0.04669,"-43.55%"
"4332","KENANSVILLE HEALTH & REHABILITATION CENTER",-0.06065,"-72.91%"
"4333","KENDAL  AT LEXINGTON",-0.00385,"-18.27%"
"4334","KENDALLVILLE MANOR",-0.00361,"-11.83%"
"4335","KENILWORTH CARE & REHABILITATION CENTER",-0.01128,"-48.18%"
"4336","KENNEBUNK CENTER FOR HEALTH & REHABILITATION, LLC",-0.00339,"-16.31%"
"4337","KENNEDY HEALTH & REHAB",-0.00356,"-7.25%"
"4338","KENNEDY HEALTH CARE CENTER",0.01997,"96.33%"
"4339","KENNEDY POST ACUTE CARE CENTER",0.00043,"2.07%"
"4340","KENOSHA ESTATES REHAB AND CARE CENTER",0.03264,"86.26%"
"4341","KENSINGTON CARE AND REHAB CENTER",-0.03037,"-45.97%"
"4342","KENSINGTON HEALTHCARE  CENTER",-0.0048,"-47.76%"
"4343","KENSINGTON PLACE NRSG & REHAB",6.00000000000002e-05,"0.95%"
"4344","KENT COUNTY NURSING HOME",-0.00337,"-5.32%"
"4345","KENT REGENCY CENTER",0.00022,"2.79%"
"4346","KENTMERE REHABILITATION AND HEALTHCARE CENTER",0.01068,"95.7%"
"4347","KENTWOOD MANOR NURSING HOME",-0.00311,"-19.78%"
"4348","KENWOOD HEALTH AND REHABILITATION CENTER",0.0228,"93.56%"
"4349","KENWOOD VIEW HEALTH AND REHABILITATION CENTER",-0.02692,"-30.79%"
"4350","KERENS CARE CENTER",-0.01673,"-100%"
"4351","KERN VALLEY HEALTHCARE DISTRICT DP SNF",0.01221,"32.79%"
"4352","KERR LAKE NURSING AND REHABILITATION CENTER",-0.00346,"-10.97%"
"4353","KERSHAWHEALTH KARESH LONG TERM CARE",8e-04,"8.05%"
"4354","KESWICK MULTI-CARE CENTER",0.01817,"111.4%"
"4355","KEWANEE CARE HOME",0.00541,"33.37%"
"4356","KEYSTONE CENTER",-0.01711,"-100%"
"4357","KEYSTONE NURSING CARE CENTER INC",0.00602,"14.07%"
"4358","KEYSTONE POINTE HEALTH AND REHABILITATION",-0.00166,"-7.96%"
"4359","KEYSTONE REHABILITATION AND HEALTH CENTER",0.00094,"12.91%"
"4360","KEYSVILLE NURSING HOME & REHAB CENTER",0.02694,"41.9%"
"4361","KIMBERLY HALL-SOUTH CENTER",-0.0195,"-64.46%"
"4362","KIMES NURSING & REHAB CTR",0.000539999999999999,"1.99%"
"4363","KIN ON HEALTH CARE CENTER",-0.00116,"-11.31%"
